ticket_id,complaint,category,route_to,priority,customer_id,cleaned_complaint,text_length,word_count
TKT1421,complaint about billing error,Billing Issue,Finance Team,HIGH,CUST880,complaint about billing error,29,4
TKT1100,regarding account suspended,Account Issue,IT Support Team,LOW,CUST924,regarding account suspended,27,3
TKT1912,I have an issue with payment not reflected,Billing Issue,Finance Team,HIGH,CUST506,i have an issue with payment not reflected,42,8
TKT1724,asap manufacturing defect,Product Defect,Quality Team,HIGH,CUST525,asap manufacturing defect,25,3
TKT1715,my order charged twice,Billing Issue,Finance Team,HIGH,CUST212,my order charged twice,22,4
TKT1807,my order defective unit,Product Defect,Quality Team,HIGH,CUST980,my order defective unit,23,4
TKT1060,transaction return and refund,Refund Request,Finance Team,MEDIUM,CUST563,transaction return and refund,29,4
TKT1978,customer id damaged goods,Delivery Problem,Logistics Team,MEDIUM,CUST685,customer id damaged goods,25,4
TKT1260,customer id want refund,Refund Request,Finance Team,MEDIUM,CUST428,customer id want refund,23,4
TKT1800,complaint about password reset,Account Issue,IT Support Team,LOW,CUST728,complaint about password reset,30,4
TKT1010,regarding password reset,Account Issue,IT Support Team,LOW,CUST120,regarding password reset,24,3
TKT1314,asap order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST274,asap order not delivered,24,4
TKT1591,transaction package missing,Delivery Problem,Logistics Team,MEDIUM,CUST911,transaction package missing,27,3
TKT1704,I have an issue with login problem,Account Issue,IT Support Team,LOW,CUST970,i have an issue with login problem,34,7
TKT1825,my order cannot login,Account Issue,IT Support Team,LOW,CUST134,my order cannot login,21,4
TKT1627,asap poor quality,Product Defect,Quality Team,HIGH,CUST616,asap poor quality,17,3
TKT1012,urgent incorrect bill,Billing Issue,Finance Team,HIGH,CUST876,urgent incorrect bill,21,3
TKT1526,regarding late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST107,regarding late shipment,23,3
TKT1427,regarding profile not updating,Account Issue,IT Support Team,LOW,CUST323,regarding profile not updating,30,4
TKT1990,my order courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST924,my order courier issue,22,4
TKT1729,please help package missing,Delivery Problem,Logistics Team,MEDIUM,CUST891,please help package missing,27,4
TKT1564,transaction cancel and refund,Refund Request,Finance Team,MEDIUM,CUST874,transaction cancel and refund,29,4
TKT1454,customer id invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST619,customer id invoice wrong amount,32,5
TKT1347,customer id delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST126,customer id delivery delayed,28,4
TKT1436,urgent tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST405,urgent tracking not updated,27,4
TKT1714,regarding account suspended,Account Issue,IT Support Team,LOW,CUST212,regarding account suspended,27,3
TKT1045,asap cannot login,Account Issue,IT Support Team,LOW,CUST458,asap cannot login,17,3
TKT1982,transaction incorrect bill,Billing Issue,Finance Team,HIGH,CUST983,transaction incorrect bill,26,3
TKT1281,transaction order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST905,transaction order not delivered,31,4
TKT1542,please help password reset,Account Issue,IT Support Team,LOW,CUST443,please help password reset,26,4
TKT1142,regarding order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST195,regarding order not delivered,29,4
TKT1784,complaint about manufacturing defect,Product Defect,Quality Team,HIGH,CUST230,complaint about manufacturing defect,36,4
TKT1412,complaint about quality issue,Product Defect,Quality Team,HIGH,CUST294,complaint about quality issue,29,4
TKT1794,complaint about late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST378,complaint about late shipment,29,4
TKT1882,urgent forgot password,Account Issue,IT Support Team,LOW,CUST787,urgent forgot password,22,3
TKT1742,regarding refund status,Refund Request,Finance Team,MEDIUM,CUST525,regarding refund status,23,3
TKT1349,complaint about wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST920,complaint about wrong item delivered,36,5
TKT1213,I have an issue with money back,Refund Request,Finance Team,MEDIUM,CUST500,i have an issue with money back,31,7
TKT1911,transaction wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST686,transaction wrong item delivered,32,4
TKT1047,I have an issue with product not working,Product Defect,Quality Team,HIGH,CUST926,i have an issue with product not working,40,8
TKT1873,urgent cancel and refund,Refund Request,Finance Team,MEDIUM,CUST899,urgent cancel and refund,24,4
TKT1517,customer id order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST119,customer id order not delivered,31,5
TKT1858,I have an issue with password reset,Account Issue,IT Support Team,LOW,CUST183,i have an issue with password reset,35,7
TKT1973,urgent account access issue,Account Issue,IT Support Team,LOW,CUST827,urgent account access issue,27,4
TKT1388,complaint about account suspended,Account Issue,IT Support Team,LOW,CUST371,complaint about account suspended,33,4
TKT1158,customer id late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST128,customer id late shipment,25,4
TKT1373,regarding courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST500,regarding courier issue,23,3
TKT1991,customer id refund status,Refund Request,Finance Team,MEDIUM,CUST583,customer id refund status,25,4
TKT1104,transaction item broken,Product Defect,Quality Team,HIGH,CUST413,transaction item broken,23,3
TKT1659,please help product stopped working,Product Defect,Quality Team,HIGH,CUST744,please help product stopped working,35,5
TKT1585,my order login problem,Account Issue,IT Support Team,LOW,CUST843,my order login problem,22,4
TKT1951,please help wrong tax amount,Billing Issue,Finance Team,HIGH,CUST960,please help wrong tax amount,28,5
TKT1097,transaction invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST275,transaction invoice wrong amount,32,4
TKT1698,complaint about payment not reflected,Billing Issue,Finance Team,HIGH,CUST517,complaint about payment not reflected,37,5
TKT1757,asap return and refund,Refund Request,Finance Team,MEDIUM,CUST803,asap return and refund,22,4
TKT1438,regarding quality issue,Product Defect,Quality Team,HIGH,CUST128,regarding quality issue,23,3
TKT1355,I have an issue with poor quality,Product Defect,Quality Team,HIGH,CUST326,i have an issue with poor quality,33,7
TKT1848,regarding password reset,Account Issue,IT Support Team,LOW,CUST282,regarding password reset,24,3
TKT1153,customer id wrong tax amount,Billing Issue,Finance Team,HIGH,CUST141,customer id wrong tax amount,28,5
TKT1379,urgent quality issue,Product Defect,Quality Team,HIGH,CUST230,urgent quality issue,20,3
TKT1974,asap money back,Refund Request,Finance Team,MEDIUM,CUST127,asap money back,15,3
TKT1465,complaint about refund pending,Refund Request,Finance Team,MEDIUM,CUST491,complaint about refund pending,30,4
TKT1162,my order account suspended,Account Issue,IT Support Team,LOW,CUST169,my order account suspended,26,4
TKT1368,regarding order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST596,regarding order not delivered,29,4
TKT1561,regarding payment not reflected,Billing Issue,Finance Team,HIGH,CUST450,regarding payment not reflected,31,4
TKT1119,asap account access issue,Account Issue,IT Support Team,LOW,CUST175,asap account access issue,25,4
TKT1494,asap order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST707,asap order not delivered,24,4
TKT1209,asap late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST546,asap late shipment,18,3
TKT1174,my order defective unit,Product Defect,Quality Team,HIGH,CUST540,my order defective unit,23,4
TKT1604,regarding tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST899,regarding tracking not updated,30,4
TKT1640,regarding account locked,Account Issue,IT Support Team,LOW,CUST925,regarding account locked,24,3
TKT1900,urgent manufacturing defect,Product Defect,Quality Team,HIGH,CUST238,urgent manufacturing defect,27,3
TKT1481,asap delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST226,asap delivery delayed,21,3
TKT1846,I have an issue with invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST648,i have an issue with invoice wrong amount,41,8
TKT1070,customer id refund not received,Refund Request,Finance Team,MEDIUM,CUST259,customer id refund not received,31,5
TKT1243,transaction manufacturing defect,Product Defect,Quality Team,HIGH,CUST840,transaction manufacturing defect,32,3
TKT1401,urgent manufacturing defect,Product Defect,Quality Team,HIGH,CUST924,urgent manufacturing defect,27,3
TKT1658,asap item broken,Product Defect,Quality Team,HIGH,CUST507,asap item broken,16,3
TKT1220,urgent defective unit,Product Defect,Quality Team,HIGH,CUST160,urgent defective unit,21,3
TKT1844,please help profile not updating,Account Issue,IT Support Team,LOW,CUST803,please help profile not updating,32,5
TKT1506,customer id package missing,Delivery Problem,Logistics Team,MEDIUM,CUST360,customer id package missing,27,4
TKT1366,asap wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST712,asap wrong item delivered,25,4
TKT1728,regarding wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST394,regarding wrong item delivered,30,4
TKT1546,transaction billing error,Billing Issue,Finance Team,HIGH,CUST366,transaction billing error,25,3
TKT1265,please help defective unit,Product Defect,Quality Team,HIGH,CUST395,please help defective unit,26,4
TKT1381,I have an issue with request for refund,Refund Request,Finance Team,MEDIUM,CUST596,i have an issue with request for refund,39,8
TKT1701,my order manufacturing defect,Product Defect,Quality Team,HIGH,CUST722,my order manufacturing defect,29,4
TKT1828,complaint about refund pending,Refund Request,Finance Team,MEDIUM,CUST758,complaint about refund pending,30,4
TKT1475,transaction defective unit,Product Defect,Quality Team,HIGH,CUST108,transaction defective unit,26,3
TKT1490,transaction profile not updating,Account Issue,IT Support Team,LOW,CUST306,transaction profile not updating,32,4
TKT1330,asap password reset,Account Issue,IT Support Team,LOW,CUST647,asap password reset,19,3
TKT1389,complaint about request for refund,Refund Request,Finance Team,MEDIUM,CUST365,complaint about request for refund,34,5
TKT1815,my order profile not updating,Account Issue,IT Support Team,LOW,CUST564,my order profile not updating,29,5
TKT1501,urgent wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST474,urgent wrong item delivered,27,4
TKT1063,asap poor quality,Product Defect,Quality Team,HIGH,CUST247,asap poor quality,17,3
TKT1948,regarding wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST389,regarding wrong item delivered,30,4
TKT1961,I have an issue with item broken,Product Defect,Quality Team,HIGH,CUST274,i have an issue with item broken,32,7
TKT1086,asap refund not received,Refund Request,Finance Team,MEDIUM,CUST615,asap refund not received,24,4
TKT1507,I have an issue with duplicate charge,Billing Issue,Finance Team,HIGH,CUST775,i have an issue with duplicate charge,37,7
TKT1859,asap invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST754,asap invoice wrong amount,25,4
TKT1364,asap wrong tax amount,Billing Issue,Finance Team,HIGH,CUST230,asap wrong tax amount,21,4
TKT1813,regarding billing error,Billing Issue,Finance Team,HIGH,CUST732,regarding billing error,23,3
TKT1286,customer id cancel and refund,Refund Request,Finance Team,MEDIUM,CUST759,customer id cancel and refund,29,5
TKT1632,my order want refund,Refund Request,Finance Team,MEDIUM,CUST871,my order want refund,20,4
TKT1468,please help cancel and refund,Refund Request,Finance Team,MEDIUM,CUST813,please help cancel and refund,29,5
TKT1067,regarding package missing,Delivery Problem,Logistics Team,MEDIUM,CUST863,regarding package missing,25,3
TKT1262,please help item damaged,Product Defect,Quality Team,HIGH,CUST680,please help item damaged,24,4
TKT1967,complaint about refund status,Refund Request,Finance Team,MEDIUM,CUST454,complaint about refund status,29,4
TKT1145,please help payment not reflected,Billing Issue,Finance Team,HIGH,CUST980,please help payment not reflected,33,5
TKT1871,my order product not working,Product Defect,Quality Team,HIGH,CUST710,my order product not working,28,5
TKT1570,customer id charged twice,Billing Issue,Finance Team,HIGH,CUST679,customer id charged twice,25,4
TKT1395,I have an issue with invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST239,i have an issue with invoice wrong amount,41,8
TKT1204,customer id payment not reflected,Billing Issue,Finance Team,HIGH,CUST833,customer id payment not reflected,33,5
TKT1326,I have an issue with product stopped working,Product Defect,Quality Team,HIGH,CUST177,i have an issue with product stopped working,44,8
TKT1370,regarding cannot login,Account Issue,IT Support Team,LOW,CUST584,regarding cannot login,22,3
TKT1450,transaction item broken,Product Defect,Quality Team,HIGH,CUST626,transaction item broken,23,3
TKT1958,asap manufacturing defect,Product Defect,Quality Team,HIGH,CUST276,asap manufacturing defect,25,3
TKT1214,my order order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST168,my order order not delivered,28,5
TKT1372,complaint about product not working,Product Defect,Quality Team,HIGH,CUST976,complaint about product not working,35,5
TKT1952,transaction late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST393,transaction late shipment,25,3
TKT1496,urgent money back,Refund Request,Finance Team,MEDIUM,CUST873,urgent money back,17,3
TKT1246,I have an issue with refund pending,Refund Request,Finance Team,MEDIUM,CUST922,i have an issue with refund pending,35,7
TKT1099,complaint about product not working,Product Defect,Quality Team,HIGH,CUST507,complaint about product not working,35,5
TKT1072,asap defective unit,Product Defect,Quality Team,HIGH,CUST503,asap defective unit,19,3
TKT1550,customer id order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST403,customer id order not delivered,31,5
TKT1884,urgent want refund,Refund Request,Finance Team,MEDIUM,CUST936,urgent want refund,18,3
TKT1479,regarding poor quality,Product Defect,Quality Team,HIGH,CUST558,regarding poor quality,22,3
TKT1910,my order defective unit,Product Defect,Quality Team,HIGH,CUST963,my order defective unit,23,4
TKT1036,my order incorrect bill,Billing Issue,Finance Team,HIGH,CUST833,my order incorrect bill,23,4
TKT1899,I have an issue with incorrect bill,Billing Issue,Finance Team,HIGH,CUST736,i have an issue with incorrect bill,35,7
TKT1191,please help payment not reflected,Billing Issue,Finance Team,HIGH,CUST560,please help payment not reflected,33,5
TKT1459,my order cancel and refund,Refund Request,Finance Team,MEDIUM,CUST620,my order cancel and refund,26,5
TKT1095,I have an issue with product stopped working,Product Defect,Quality Team,HIGH,CUST725,i have an issue with product stopped working,44,8
TKT1857,my order wrong tax amount,Billing Issue,Finance Team,HIGH,CUST693,my order wrong tax amount,25,5
TKT1649,complaint about duplicate charge,Billing Issue,Finance Team,HIGH,CUST524,complaint about duplicate charge,32,4
TKT1743,I have an issue with wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST995,i have an issue with wrong item delivered,41,8
TKT1081,please help item broken,Product Defect,Quality Team,HIGH,CUST787,please help item broken,23,4
TKT1998,I have an issue with money back,Refund Request,Finance Team,MEDIUM,CUST492,i have an issue with money back,31,7
TKT1375,complaint about account access issue,Account Issue,IT Support Team,LOW,CUST982,complaint about account access issue,36,5
TKT1954,customer id payment not reflected,Billing Issue,Finance Team,HIGH,CUST988,customer id payment not reflected,33,5
TKT1577,asap account access issue,Account Issue,IT Support Team,LOW,CUST554,asap account access issue,25,4
TKT1602,complaint about want refund,Refund Request,Finance Team,MEDIUM,CUST385,complaint about want refund,27,4
TKT1120,asap tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST185,asap tracking not updated,25,4
TKT1190,customer id billing error,Billing Issue,Finance Team,HIGH,CUST381,customer id billing error,25,4
TKT1876,please help cancel and refund,Refund Request,Finance Team,MEDIUM,CUST778,please help cancel and refund,29,5
TKT1834,I have an issue with money back,Refund Request,Finance Team,MEDIUM,CUST261,i have an issue with money back,31,7
TKT1049,my order charged twice,Billing Issue,Finance Team,HIGH,CUST367,my order charged twice,22,4
TKT1294,please help poor quality,Product Defect,Quality Team,HIGH,CUST913,please help poor quality,24,4
TKT1406,asap overcharged,Billing Issue,Finance Team,HIGH,CUST789,asap overcharged,16,2
TKT1695,complaint about product not working,Product Defect,Quality Team,HIGH,CUST211,complaint about product not working,35,5
TKT1878,I have an issue with refund not received,Refund Request,Finance Team,MEDIUM,CUST932,i have an issue with refund not received,40,8
TKT1091,please help quality issue,Product Defect,Quality Team,HIGH,CUST215,please help quality issue,25,4
TKT1307,customer id money back,Refund Request,Finance Team,MEDIUM,CUST148,customer id money back,22,4
TKT1178,I have an issue with tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST457,i have an issue with tracking not updated,41,8
TKT1654,regarding incorrect bill,Billing Issue,Finance Team,HIGH,CUST955,regarding incorrect bill,24,3
TKT1418,I have an issue with product stopped working,Product Defect,Quality Team,HIGH,CUST965,i have an issue with product stopped working,44,8
TKT1738,urgent quality issue,Product Defect,Quality Team,HIGH,CUST349,urgent quality issue,20,3
TKT1138,I have an issue with account locked,Account Issue,IT Support Team,LOW,CUST519,i have an issue with account locked,35,7
TKT1311,regarding duplicate charge,Billing Issue,Finance Team,HIGH,CUST534,regarding duplicate charge,26,3
TKT1572,complaint about request for refund,Refund Request,Finance Team,MEDIUM,CUST245,complaint about request for refund,34,5
TKT1112,regarding quality issue,Product Defect,Quality Team,HIGH,CUST445,regarding quality issue,23,3
TKT1467,complaint about invoice wrong amount,Billing Issue,Finance Team,HIGH,CUST145,complaint about invoice wrong amount,36,5
TKT1772,regarding forgot password,Account Issue,IT Support Team,LOW,CUST658,regarding forgot password,25,3
TKT1588,my order wrong tax amount,Billing Issue,Finance Team,HIGH,CUST880,my order wrong tax amount,25,5
TKT1035,asap item broken,Product Defect,Quality Team,HIGH,CUST674,asap item broken,16,3
TKT1101,my order refund not received,Refund Request,Finance Team,MEDIUM,CUST420,my order refund not received,28,5
TKT1534,customer id forgot password,Account Issue,IT Support Team,LOW,CUST460,customer id forgot password,27,4
TKT1008,asap poor quality,Product Defect,Quality Team,HIGH,CUST975,asap poor quality,17,3
TKT1595,transaction refund status,Refund Request,Finance Team,MEDIUM,CUST911,transaction refund status,25,3
TKT1257,please help defective unit,Product Defect,Quality Team,HIGH,CUST789,please help defective unit,26,4
TKT1471,transaction money back,Refund Request,Finance Team,MEDIUM,CUST202,transaction money back,22,3
TKT1352,asap item broken,Product Defect,Quality Team,HIGH,CUST792,asap item broken,16,3
TKT1006,transaction money back,Refund Request,Finance Team,MEDIUM,CUST352,transaction money back,22,3
TKT1185,asap refund status,Refund Request,Finance Team,MEDIUM,CUST352,asap refund status,18,3
TKT1074,my order duplicate charge,Billing Issue,Finance Team,HIGH,CUST521,my order duplicate charge,25,4
TKT1796,urgent refund not received,Refund Request,Finance Team,MEDIUM,CUST165,urgent refund not received,26,4
TKT1935,please help tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST474,please help tracking not updated,32,5
TKT1039,transaction defective unit,Product Defect,Quality Team,HIGH,CUST895,transaction defective unit,26,3
TKT1391,please help cannot login,Account Issue,IT Support Team,LOW,CUST102,please help cannot login,24,4
TKT1287,I have an issue with item damaged,Product Defect,Quality Team,HIGH,CUST649,i have an issue with item damaged,33,7
TKT1516,my order manufacturing defect,Product Defect,Quality Team,HIGH,CUST981,my order manufacturing defect,29,4
TKT1018,transaction wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST576,transaction wrong item delivered,32,4
TKT1556,transaction refund not received,Refund Request,Finance Team,MEDIUM,CUST886,transaction refund not received,31,4
TKT1801,my order login problem,Account Issue,IT Support Team,LOW,CUST753,my order login problem,22,4
TKT1446,asap defective unit,Product Defect,Quality Team,HIGH,CUST948,asap defective unit,19,3
TKT1845,transaction package missing,Delivery Problem,Logistics Team,MEDIUM,CUST481,transaction package missing,27,3
TKT1820,transaction overcharged,Billing Issue,Finance Team,HIGH,CUST731,transaction overcharged,23,2
TKT1251,I have an issue with charged twice,Billing Issue,Finance Team,HIGH,CUST125,i have an issue with charged twice,34,7
TKT1865,transaction account locked,Account Issue,IT Support Team,LOW,CUST486,transaction account locked,26,3
TKT1547,urgent product stopped working,Product Defect,Quality Team,HIGH,CUST876,urgent product stopped working,30,4
TKT1167,I have an issue with wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST928,i have an issue with wrong item delivered,41,8
TKT1669,customer id late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST775,customer id late shipment,25,4
TKT1297,customer id product stopped working,Product Defect,Quality Team,HIGH,CUST530,customer id product stopped working,35,5
TKT1419,please help manufacturing defect,Product Defect,Quality Team,HIGH,CUST361,please help manufacturing defect,32,4
TKT1400,transaction account access issue,Account Issue,IT Support Team,LOW,CUST984,transaction account access issue,32,4
TKT1113,customer id account locked,Account Issue,IT Support Team,LOW,CUST929,customer id account locked,26,4
TKT1121,customer id overcharged,Billing Issue,Finance Team,HIGH,CUST146,customer id overcharged,23,3
TKT1786,complaint about password reset,Account Issue,IT Support Team,LOW,CUST471,complaint about password reset,30,4
TKT1736,transaction order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST655,transaction order not delivered,31,4
TKT1655,customer id password reset,Account Issue,IT Support Team,LOW,CUST515,customer id password reset,26,4
TKT1675,my order refund pending,Refund Request,Finance Team,MEDIUM,CUST824,my order refund pending,23,4
TKT1168,please help wrong tax amount,Billing Issue,Finance Team,HIGH,CUST486,please help wrong tax amount,28,5
TKT1028,regarding account locked,Account Issue,IT Support Team,LOW,CUST140,regarding account locked,24,3
TKT1396,customer id product not working,Product Defect,Quality Team,HIGH,CUST160,customer id product not working,31,5
TKT1235,regarding account suspended,Account Issue,IT Support Team,LOW,CUST372,regarding account suspended,27,3
TKT1161,regarding wrong tax amount,Billing Issue,Finance Team,HIGH,CUST316,regarding wrong tax amount,26,4
TKT1353,customer id return and refund,Refund Request,Finance Team,MEDIUM,CUST878,customer id return and refund,29,5
TKT1108,customer id cancel and refund,Refund Request,Finance Team,MEDIUM,CUST202,customer id cancel and refund,29,5
TKT1520,please help manufacturing defect,Product Defect,Quality Team,HIGH,CUST790,please help manufacturing defect,32,4
TKT1358,my order request for refund,Refund Request,Finance Team,MEDIUM,CUST566,my order request for refund,27,5
TKT1809,regarding delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST761,regarding delivery delayed,26,3
TKT1024,complaint about cannot login,Account Issue,IT Support Team,LOW,CUST938,complaint about cannot login,28,4
TKT1139,complaint about overcharged,Billing Issue,Finance Team,HIGH,CUST775,complaint about overcharged,27,3
TKT1759,my order account suspended,Account Issue,IT Support Team,LOW,CUST977,my order account suspended,26,4
TKT1634,my order refund not received,Refund Request,Finance Team,MEDIUM,CUST519,my order refund not received,28,5
TKT1212,customer id item broken,Product Defect,Quality Team,HIGH,CUST896,customer id item broken,23,4
TKT1354,my order product stopped working,Product Defect,Quality Team,HIGH,CUST212,my order product stopped working,32,5
TKT1144,complaint about account access issue,Account Issue,IT Support Team,LOW,CUST966,complaint about account access issue,36,5
TKT1753,customer id order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST616,customer id order not delivered,31,5
TKT1404,regarding login problem,Account Issue,IT Support Team,LOW,CUST788,regarding login problem,23,3
TKT1647,my order item broken,Product Defect,Quality Team,HIGH,CUST521,my order item broken,20,4
TKT1431,urgent order not delivered,Delivery Problem,Logistics Team,MEDIUM,CUST930,urgent order not delivered,26,4
TKT1932,I have an issue with defective unit,Product Defect,Quality Team,HIGH,CUST870,i have an issue with defective unit,35,7
TKT1499,customer id tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST836,customer id tracking not updated,32,5
TKT1225,complaint about damaged goods,Delivery Problem,Logistics Team,MEDIUM,CUST893,complaint about damaged goods,29,4
TKT1106,transaction delivery delayed,Delivery Problem,Logistics Team,MEDIUM,CUST543,transaction delivery delayed,28,3
TKT1408,asap product stopped working,Product Defect,Quality Team,HIGH,CUST880,asap product stopped working,28,4
TKT1474,I have an issue with want refund,Refund Request,Finance Team,MEDIUM,CUST416,i have an issue with want refund,32,7
TKT1059,please help poor quality,Product Defect,Quality Team,HIGH,CUST300,please help poor quality,24,4
TKT1690,I have an issue with late shipment,Delivery Problem,Logistics Team,MEDIUM,CUST228,i have an issue with late shipment,34,7
TKT1822,urgent return and refund,Refund Request,Finance Team,MEDIUM,CUST568,urgent return and refund,24,4
TKT1760,I have an issue with refund pending,Refund Request,Finance Team,MEDIUM,CUST843,i have an issue with refund pending,35,7
TKT1966,please help account locked,Account Issue,IT Support Team,LOW,CUST200,please help account locked,26,4
TKT1043,please help wrong tax amount,Billing Issue,Finance Team,HIGH,CUST484,please help wrong tax amount,28,5
TKT1789,customer id want refund,Refund Request,Finance Team,MEDIUM,CUST827,customer id want refund,23,4
TKT1677,customer id duplicate charge,Billing Issue,Finance Team,HIGH,CUST221,customer id duplicate charge,28,4
TKT1336,transaction money back,Refund Request,Finance Team,MEDIUM,CUST463,transaction money back,22,3
TKT1116,transaction tracking not updated,Delivery Problem,Logistics Team,MEDIUM,CUST659,transaction tracking not updated,32,4
TKT1250,I have an issue with payment not reflected,Billing Issue,Finance Team,HIGH,CUST673,i have an issue with payment not reflected,42,8
TKT1934,transaction password reset,Account Issue,IT Support Team,LOW,CUST627,transaction password reset,26,3
TKT1979,transaction profile not updating,Account Issue,IT Support Team,LOW,CUST891,transaction profile not updating,32,4
TKT1548,I have an issue with manufacturing defect,Product Defect,Quality Team,HIGH,CUST915,i have an issue with manufacturing defect,41,7
TKT1169,complaint about account suspended,Account Issue,IT Support Team,LOW,CUST290,complaint about account suspended,33,4
TKT1605,transaction overcharged,Billing Issue,Finance Team,HIGH,CUST599,transaction overcharged,23,2
TKT1831,asap overcharged,Billing Issue,Finance Team,HIGH,CUST231,asap overcharged,16,2
TKT1804,regarding payment not reflected,Billing Issue,Finance Team,HIGH,CUST542,regarding payment not reflected,31,4
TKT1997,regarding refund not received,Refund Request,Finance Team,MEDIUM,CUST317,regarding refund not received,29,4
TKT1824,please help quality issue,Product Defect,Quality Team,HIGH,CUST300,please help quality issue,25,4
TKT1667,complaint about refund pending,Refund Request,Finance Team,MEDIUM,CUST268,complaint about refund pending,30,4
TKT1208,transaction money back,Refund Request,Finance Team,MEDIUM,CUST405,transaction money back,22,3
TKT1636,asap account suspended,Account Issue,IT Support Team,LOW,CUST618,asap account suspended,22,3
TKT1913,complaint about defective unit,Product Defect,Quality Team,HIGH,CUST598,complaint about defective unit,30,4
TKT1838,please help money back,Refund Request,Finance Team,MEDIUM,CUST540,please help money back,22,4
TKT1511,complaint about want refund,Refund Request,Finance Team,MEDIUM,CUST675,complaint about want refund,27,4
TKT1938,regarding money back,Refund Request,Finance Team,MEDIUM,CUST550,regarding money back,20,3
TKT1771,my order want refund,Refund Request,Finance Team,MEDIUM,CUST584,my order want refund,20,4
TKT1442,asap want refund,Refund Request,Finance Team,MEDIUM,CUST496,asap want refund,16,3
TKT1960,please help courier issue,Delivery Problem,Logistics Team,MEDIUM,CUST927,please help courier issue,25,4
TKT1319,please help wrong item delivered,Delivery Problem,Logistics Team,MEDIUM,CUST186,please help wrong item delivered,32,5
TKT1135,I have an issue with charged twice,Billing Issue,Finance Team,HIGH,CUST704,i have an issue with charged twice,34,7
TKT1092,regarding profile not updating,Account Issue,IT Support Team,LOW,CUST260,regarding profile not updating,30,4
TKT1117,customer id duplicate charge,Billing Issue,Finance Team,HIGH,CUST996,customer id duplicate charge,28,4
TKT1152,customer id account suspended,Account Issue,IT Support Team,LOW,CUST250,customer id account suspended,29,4
TKT1317,I have an issue with want refund,Refund Request,Finance Team,MEDIUM,CUST154,i have an issue with want refund,32,7
TKT1164,regarding refund pending,Refund Request,Finance Team,MEDIUM,CUST190,regarding refund pending,24,3
TKT1264,complaint about forgot password,Account Issue,IT Support Team,LOW,CUST687,complaint about forgot password,31,4
TKT1892,my order profile not updating,Account Issue,IT Support Team,LOW,CUST208,my order profile not updating,29,5
TKT1488,I have an issue with forgot password,Account Issue,IT Support Team,LOW,CUST972,i have an issue with forgot password,36,7
TKT1513,customer id account access issue,Account Issue,IT Support Team,LOW,CUST303,customer id account access issue,32,5
TKT1959,customer id return and refund,Refund Request,Finance Team,MEDIUM,CUST500,customer id return and refund,29,5
TKT1017,transaction money back,Refund Request,Finance Team,MEDIUM,CUST665,transaction money back,22,3
TKT1624,my order refund not received,Refund Request,Finance Team,MEDIUM,CUST757,my order refund not received,28,5
TKT1015,asap forgot password,Account Issue,IT Support Team,LOW,CUST305,asap forgot password,20,3
TKT1263,urgent cancel and refund,Refund Request,Finance Team,MEDIUM,CUST433,urgent cancel and refund,24,4
